locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNPMNEEE_01181	CDS	1173	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
KNPMNEEE_01182	CDS	477				hypothetical protein
KNPMNEEE_01183	CDS	357				hypothetical protein
KNPMNEEE_01184	CDS	258				hypothetical protein
KNPMNEEE_01185	CDS	300				hypothetical protein
KNPMNEEE_01186	CDS	633	tdk	2.7.1.21	COG1435	Thymidine kinase
KNPMNEEE_01187	CDS	783				hypothetical protein
KNPMNEEE_01188	CDS	483				hypothetical protein
KNPMNEEE_01189	CDS	516				hypothetical protein
KNPMNEEE_01190	CDS	1353		5.1.1.21	COG0160	Isoleucine 2-epimerase
KNPMNEEE_01191	CDS	165				hypothetical protein
KNPMNEEE_01192	CDS	366				hypothetical protein
KNPMNEEE_01193	CDS	603				hypothetical protein
KNPMNEEE_01194	CDS	774	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
KNPMNEEE_01195	CDS	1557				hypothetical protein
KNPMNEEE_01196	CDS	453				hypothetical protein
KNPMNEEE_01197	CDS	342				hypothetical protein
KNPMNEEE_01198	CDS	105				hypothetical protein
KNPMNEEE_01199	CDS	273				hypothetical protein
KNPMNEEE_01200	CDS	657				hypothetical protein
KNPMNEEE_01201	CDS	501	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
KNPMNEEE_01202	CDS	585	pyrF			Orotidine 5'-phosphate decarboxylase
KNPMNEEE_01203	CDS	99				hypothetical protein
KNPMNEEE_01204	CDS	624	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
KNPMNEEE_01205	CDS	285				hypothetical protein
KNPMNEEE_01206	CDS	1197				hypothetical protein
KNPMNEEE_01207	CDS	1011				hypothetical protein
KNPMNEEE_01208	CDS	957	cobD		COG1270	Cobalamin biosynthesis protein CobD
KNPMNEEE_01209	CDS	1422	cobQ		COG1492	Cobyric acid synthase
KNPMNEEE_01210	CDS	1029	hisC_3	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
KNPMNEEE_01211	CDS	885				hypothetical protein
KNPMNEEE_01212	CDS	177				hypothetical protein
KNPMNEEE_01213	CDS	1083	cugP_3	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
KNPMNEEE_01214	CDS	2376				hypothetical protein
KNPMNEEE_01215	CDS	1158				hypothetical protein
KNPMNEEE_01216	CDS	822				hypothetical protein
KNPMNEEE_01217	CDS	1017				hypothetical protein
KNPMNEEE_01218	CDS	507				hypothetical protein
KNPMNEEE_01219	CDS	324				hypothetical protein
KNPMNEEE_01220	CDS	243				hypothetical protein
KNPMNEEE_01221	CDS	1428	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
KNPMNEEE_01222	CDS	783	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
KNPMNEEE_01223	CDS	714	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
KNPMNEEE_01224	CDS	561	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
KNPMNEEE_01225	CDS	1152	menF	5.4.4.2		Isochorismate synthase MenF
KNPMNEEE_01226	CDS	606	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
KNPMNEEE_01227	CDS	972	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
KNPMNEEE_01228	CDS	735	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
KNPMNEEE_01229	CDS	1275	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
KNPMNEEE_01230	CDS	732	tpiA			Triosephosphate isomerase
KNPMNEEE_01231	CDS	663				hypothetical protein
KNPMNEEE_01232	tRNA	74				tRNA-Gly(tcc)
KNPMNEEE_01233	CDS	351				hypothetical protein
KNPMNEEE_01234	CDS	447				hypothetical protein
KNPMNEEE_01235	CDS	1398	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
KNPMNEEE_01236	CDS	375	gcvH			Glycine cleavage system H protein
KNPMNEEE_01237	CDS	585	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
KNPMNEEE_01238	CDS	210				hypothetical protein
KNPMNEEE_01239	CDS	618				hypothetical protein
KNPMNEEE_01240	CDS	921				hypothetical protein
KNPMNEEE_01241	CDS	606				hypothetical protein
KNPMNEEE_01242	CDS	903		1.1.1.81	COG0111	Hydroxypyruvate reductase
KNPMNEEE_01243	CDS	1116		1.12.-.-		Soluble hydrogenase 42 kDa subunit
KNPMNEEE_01244	CDS	717	alaS_2	6.1.1.7	COG0013	Alanine--tRNA ligase
KNPMNEEE_01245	CDS	663				hypothetical protein
KNPMNEEE_01246	tRNA	76				tRNA-Thr(tgt)
KNPMNEEE_01247	CDS	1209	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
KNPMNEEE_01248	CDS	261				hypothetical protein
KNPMNEEE_01249	CDS	654	aroD	4.2.1.10		3-dehydroquinate dehydratase
KNPMNEEE_01250	CDS	627				hypothetical protein
KNPMNEEE_01251	CDS	1482				hypothetical protein
KNPMNEEE_01252	CDS	1287				hypothetical protein
KNPMNEEE_01253	CDS	426				hypothetical protein
KNPMNEEE_01254	CDS	615				hypothetical protein
KNPMNEEE_01255	CDS	288				hypothetical protein
KNPMNEEE_01256	CDS	366				hypothetical protein
KNPMNEEE_01257	CDS	774	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
KNPMNEEE_01258	CDS	273	hup		COG0776	DNA-binding protein HU
KNPMNEEE_01259	CDS	1596	OSGEPL1	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
KNPMNEEE_01260	CDS	549		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
KNPMNEEE_01261	CDS	390				hypothetical protein
KNPMNEEE_01262	CDS	1221	selB		COG3276	Selenocysteine-specific elongation factor
KNPMNEEE_01263	CDS	285				hypothetical protein
KNPMNEEE_01264	CDS	1155				hypothetical protein
KNPMNEEE_01265	CDS	396				hypothetical protein
KNPMNEEE_01266	tRNA	76				tRNA-Lys(ctt)
KNPMNEEE_01267	CDS	498				hypothetical protein
KNPMNEEE_01268	CDS	1173	yajR		COG0477	Inner membrane transport protein YajR
KNPMNEEE_01269	CDS	666				hypothetical protein
KNPMNEEE_01270	CDS	777				hypothetical protein
KNPMNEEE_01271	CDS	2217				hypothetical protein
KNPMNEEE_01272	CDS	1500				hypothetical protein
KNPMNEEE_01273	CDS	156				hypothetical protein
KNPMNEEE_01274	CDS	219				hypothetical protein
KNPMNEEE_01275	CDS	222				hypothetical protein
KNPMNEEE_01276	CDS	750				hypothetical protein
KNPMNEEE_01277	CDS	2508				hypothetical protein
KNPMNEEE_01278	CDS	222				hypothetical protein
KNPMNEEE_01279	CDS	618				hypothetical protein
KNPMNEEE_01280	CDS	828	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
KNPMNEEE_01281	CDS	867	ctaB_1	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
KNPMNEEE_01282	CDS	528				hypothetical protein
KNPMNEEE_01283	CDS	159				hypothetical protein
KNPMNEEE_01284	CDS	153				hypothetical protein
KNPMNEEE_01285	CDS	165				hypothetical protein
KNPMNEEE_01286	CDS	465				hypothetical protein
KNPMNEEE_01287	CDS	216				hypothetical protein
KNPMNEEE_01288	CDS	291				hypothetical protein
KNPMNEEE_01289	CDS	882				hypothetical protein
KNPMNEEE_01290	CDS	183				hypothetical protein
KNPMNEEE_01291	CDS	993				hypothetical protein
KNPMNEEE_01292	CDS	771				hypothetical protein
KNPMNEEE_01293	CDS	249				hypothetical protein
KNPMNEEE_01294	CDS	699	rplB		COG0090	50S ribosomal protein L2
KNPMNEEE_01295	CDS	456				hypothetical protein
KNPMNEEE_01296	CDS	450				hypothetical protein
KNPMNEEE_01297	CDS	672				hypothetical protein
KNPMNEEE_01298	CDS	198				hypothetical protein
KNPMNEEE_01299	CDS	300				hypothetical protein
KNPMNEEE_01300	CDS	303				hypothetical protein
KNPMNEEE_01301	CDS	321				hypothetical protein
KNPMNEEE_01302	CDS	399	rplN			50S ribosomal protein L14
KNPMNEEE_01303	CDS	717				hypothetical protein
KNPMNEEE_01304	CDS	525				hypothetical protein
KNPMNEEE_01305	CDS	390	rpsH		COG0096	30S ribosomal protein S8
KNPMNEEE_01306	CDS	525	rplF		COG0097	50S ribosomal protein L6
KNPMNEEE_01307	CDS	345				hypothetical protein
KNPMNEEE_01308	CDS	477				hypothetical protein
KNPMNEEE_01309	CDS	474				hypothetical protein
KNPMNEEE_01310	CDS	666				hypothetical protein
KNPMNEEE_01311	CDS	495				hypothetical protein
KNPMNEEE_01312	CDS	408				hypothetical protein
KNPMNEEE_01313	CDS	1761	secY			Protein translocase subunit SecY
KNPMNEEE_01314	CDS	543				hypothetical protein
KNPMNEEE_01315	CDS	687				hypothetical protein
KNPMNEEE_01316	CDS	528	cmk	2.7.4.25		Cytidylate kinase
KNPMNEEE_01317	CDS	393				hypothetical protein
KNPMNEEE_01318	CDS	1056	truB	5.4.99.25		tRNA pseudouridine synthase B
KNPMNEEE_01319	CDS	558				hypothetical protein
KNPMNEEE_01320	CDS	1398	purF_2	2.4.2.14	COG0034	Amidophosphoribosyltransferase
KNPMNEEE_01321	CDS	255				hypothetical protein
KNPMNEEE_01322	CDS	501				hypothetical protein
KNPMNEEE_01323	CDS	978				hypothetical protein
KNPMNEEE_01324	CDS	276				hypothetical protein
KNPMNEEE_01325	CDS	681				hypothetical protein
KNPMNEEE_01326	CDS	231				hypothetical protein
KNPMNEEE_01327	CDS	585				hypothetical protein
KNPMNEEE_01328	CDS	1263	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
KNPMNEEE_01329	CDS	858	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
KNPMNEEE_01330	tRNA	76				tRNA-Met(cat)
KNPMNEEE_01331	CDS	558				hypothetical protein
KNPMNEEE_01332	CDS	765				hypothetical protein
KNPMNEEE_01333	CDS	333				hypothetical protein
KNPMNEEE_01334	CDS	1749	yveA_5		COG0531	Aspartate-proton symporter
KNPMNEEE_01335	CDS	432	nusA			Transcription termination/antitermination protein NusA
KNPMNEEE_01336	CDS	1491	rpoC_1	2.7.7.6		DNA-directed RNA polymerase subunit beta'
KNPMNEEE_01337	CDS	1569	rpoC_2	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KNPMNEEE_01338	CDS	1152	rpoC_3	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KNPMNEEE_01339	CDS	2577	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
KNPMNEEE_01340	CDS	1065				hypothetical protein
KNPMNEEE_01341	CDS	261				hypothetical protein
KNPMNEEE_01342	tRNA	76				tRNA-Lys(ttt)
KNPMNEEE_01343	CDS	1017	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
KNPMNEEE_01344	CDS	1293				hypothetical protein
KNPMNEEE_01345	CDS	1329	ygcS_2			Inner membrane metabolite transport protein YgcS
KNPMNEEE_01346	CDS	939		2.5.-.-		Deoxyhypusine synthase-like protein
KNPMNEEE_01347	tRNA	73				tRNA-His(gtg)
KNPMNEEE_01348	CDS	597				hypothetical protein
KNPMNEEE_01349	CDS	303				hypothetical protein
KNPMNEEE_01350	CDS	894	ctaB_2	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
KNPMNEEE_01351	CDS	579				hypothetical protein
KNPMNEEE_01352	CDS	159				hypothetical protein
KNPMNEEE_01353	CDS	201				hypothetical protein
KNPMNEEE_01354	CDS	1575				hypothetical protein
KNPMNEEE_01355	CDS	1251	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
KNPMNEEE_01356	CDS	165				hypothetical protein
KNPMNEEE_01357	CDS	390				hypothetical protein
KNPMNEEE_01358	CDS	864	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
KNPMNEEE_01359	CDS	510				hypothetical protein
KNPMNEEE_01360	CDS	375				hypothetical protein
KNPMNEEE_01361	CDS	147				hypothetical protein
KNPMNEEE_01362	CDS	1095				hypothetical protein
KNPMNEEE_01363	CDS	714				hypothetical protein
KNPMNEEE_01364	CDS	753	truA	5.4.99.12		tRNA pseudouridine synthase A
KNPMNEEE_01365	CDS	291				hypothetical protein
KNPMNEEE_01366	CDS	399				hypothetical protein
KNPMNEEE_01367	CDS	1212				hypothetical protein
KNPMNEEE_01368	CDS	1347				hypothetical protein
KNPMNEEE_01369	CDS	726				hypothetical protein
KNPMNEEE_01370	CDS	1017				hypothetical protein
KNPMNEEE_01371	CDS	4281				hypothetical protein
KNPMNEEE_01372	CDS	840				hypothetical protein
KNPMNEEE_01373	CDS	642				hypothetical protein
KNPMNEEE_01374	tRNA	72				tRNA-Cys(gca)
KNPMNEEE_01375	CDS	414				hypothetical protein
KNPMNEEE_01376	CDS	699				hypothetical protein
KNPMNEEE_01377	CDS	171				hypothetical protein
KNPMNEEE_01378	CDS	276				hypothetical protein
KNPMNEEE_01379	CDS	1182				hypothetical protein
KNPMNEEE_01380	CDS	582				hypothetical protein
KNPMNEEE_01381	CDS	1230				hypothetical protein
KNPMNEEE_01382	CDS	369				hypothetical protein
KNPMNEEE_01383	CDS	987	htpX_1	3.4.24.-		Protease HtpX
KNPMNEEE_01384	CDS	669				hypothetical protein
KNPMNEEE_01385	CDS	243				hypothetical protein
KNPMNEEE_01386	CDS	303				hypothetical protein
KNPMNEEE_01387	CDS	1086				hypothetical protein
KNPMNEEE_01388	CDS	435				hypothetical protein
KNPMNEEE_01389	CDS	1332				hypothetical protein
KNPMNEEE_01390	CDS	1026	pqqE	1.21.98.4		PqqA peptide cyclase
KNPMNEEE_01391	tRNA	74				tRNA-Thr(ggt)
KNPMNEEE_01392	CDS	1098				hypothetical protein
KNPMNEEE_01393	CDS	2094				hypothetical protein
KNPMNEEE_01394	CDS	288				hypothetical protein
KNPMNEEE_01395	CDS	480	rpsM			30S ribosomal protein S13
KNPMNEEE_01396	CDS	588				hypothetical protein
KNPMNEEE_01397	CDS	384	rpsK		COG0100	30S ribosomal protein S11
KNPMNEEE_01398	CDS	813				hypothetical protein
KNPMNEEE_01399	CDS	207				hypothetical protein
KNPMNEEE_01400	CDS	648			COG0730	putative membrane transporter protein
KNPMNEEE_01401	CDS	567				hypothetical protein
KNPMNEEE_01402	CDS	816	nadK	2.7.1.23	COG0061	NAD kinase
KNPMNEEE_01403	CDS	333				hypothetical protein
KNPMNEEE_01404	CDS	1023				hypothetical protein
KNPMNEEE_01405	CDS	447				hypothetical protein
KNPMNEEE_01406	CDS	555	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
KNPMNEEE_01407	CDS	549				hypothetical protein
KNPMNEEE_01408	CDS	864				hypothetical protein
KNPMNEEE_01409	CDS	2415				hypothetical protein
KNPMNEEE_01410	CDS	1029	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
KNPMNEEE_01411	CDS	882				hypothetical protein
KNPMNEEE_01412	CDS	933	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
KNPMNEEE_01413	CDS	1167		3.5.1.47		N-acetyldiaminopimelate deacetylase
KNPMNEEE_01414	CDS	936	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
KNPMNEEE_01415	CDS	378				IS607 family transposase ISTvo1
KNPMNEEE_01416	CDS	240				hypothetical protein
KNPMNEEE_01417	CDS	1311				hypothetical protein
KNPMNEEE_01418	CDS	1146	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
KNPMNEEE_01419	CDS	1284	aspS2	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
KNPMNEEE_01420	CDS	282				hypothetical protein
KNPMNEEE_01421	CDS	663				hypothetical protein
KNPMNEEE_01422	CDS	438				hypothetical protein
KNPMNEEE_01423	CDS	1284				hypothetical protein
KNPMNEEE_01424	CDS	519				hypothetical protein
KNPMNEEE_01425	CDS	549				hypothetical protein
KNPMNEEE_01426	CDS	429				hypothetical protein
KNPMNEEE_01427	CDS	1176	ychF		COG0012	Ribosome-binding ATPase YchF
KNPMNEEE_01428	CDS	441				hypothetical protein
KNPMNEEE_01429	CDS	618				hypothetical protein
KNPMNEEE_01430	CDS	330				hypothetical protein
KNPMNEEE_01431	CDS	471				hypothetical protein
KNPMNEEE_01432	CDS	843	xerC		COG4974	Tyrosine recombinase XerC
KNPMNEEE_01433	CDS	1056				hypothetical protein
KNPMNEEE_01434	CDS	687				hypothetical protein
KNPMNEEE_01435	CDS	162				hypothetical protein
KNPMNEEE_01436	CDS	270				hypothetical protein
KNPMNEEE_01437	CDS	954	adh	1.1.1.1		Alcohol dehydrogenase
KNPMNEEE_01438	CDS	651	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
KNPMNEEE_01439	CDS	177				hypothetical protein
KNPMNEEE_01440	CDS	1527	ubiB	2.7.-.-		protein kinase UbiB
KNPMNEEE_01441	CDS	381				hypothetical protein
KNPMNEEE_01442	CDS	945	icmF_1	5.4.99.13		Fused isobutyryl-CoA mutase
KNPMNEEE_01443	CDS	450	icmF_2	5.4.99.13		Fused isobutyryl-CoA mutase
KNPMNEEE_01444	CDS	1704	mcm	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
KNPMNEEE_01445	CDS	738				hypothetical protein
KNPMNEEE_01446	CDS	321				hypothetical protein
KNPMNEEE_01447	CDS	819				hypothetical protein
KNPMNEEE_01448	CDS	249				hypothetical protein
KNPMNEEE_01449	CDS	414				hypothetical protein
KNPMNEEE_01450	CDS	303				hypothetical protein
KNPMNEEE_01451	CDS	318				IS256 family transposase ISFac8
KNPMNEEE_01452	CDS	390				IS256 family transposase ISFac8
KNPMNEEE_01453	CDS	237				hypothetical protein
KNPMNEEE_01454	CDS	270				hypothetical protein
KNPMNEEE_01455	CDS	135				hypothetical protein
KNPMNEEE_01456	CDS	168				hypothetical protein
KNPMNEEE_01457	CDS	195				hypothetical protein
KNPMNEEE_01458	CDS	108				hypothetical protein
KNPMNEEE_01459	CDS	1827	moaA_1			GTP 3',8-cyclase
KNPMNEEE_01460	CDS	402				Protein archease
KNPMNEEE_01461	CDS	2709	valS_2	6.1.1.9		Valine--tRNA ligase
KNPMNEEE_01462	CDS	540	pdaD	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
KNPMNEEE_01463	CDS	2700	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
KNPMNEEE_01464	CDS	1629	groL_2			60 kDa chaperonin
KNPMNEEE_01465	CDS	306				hypothetical protein
KNPMNEEE_01466	CDS	1332				hypothetical protein
KNPMNEEE_01467	CDS	1338				hypothetical protein
KNPMNEEE_01468	CDS	375				hypothetical protein
KNPMNEEE_01469	CDS	456				hypothetical protein
KNPMNEEE_01470	CDS	120				hypothetical protein
KNPMNEEE_01471	CDS	969				hypothetical protein
KNPMNEEE_01472	CDS	447				hypothetical protein
KNPMNEEE_01473	CDS	336				hypothetical protein
KNPMNEEE_01474	CDS	891				hypothetical protein
KNPMNEEE_01475	CDS	1137	lutB		COG1139	Lactate utilization protein B
KNPMNEEE_01476	CDS	423				hypothetical protein
KNPMNEEE_01477	CDS	1251				hypothetical protein
KNPMNEEE_01478	CDS	2364				hypothetical protein
KNPMNEEE_01479	CDS	426				hypothetical protein
KNPMNEEE_01480	CDS	465				hypothetical protein
KNPMNEEE_01481	CDS	324				hypothetical protein
KNPMNEEE_01482	CDS	330				hypothetical protein
KNPMNEEE_01483	CDS	1086				hypothetical protein
KNPMNEEE_01484	CDS	648	lipB_2	2.3.1.181	COG0321	Octanoyltransferase
KNPMNEEE_01485	CDS	912				hypothetical protein
KNPMNEEE_01486	CDS	834				hypothetical protein
KNPMNEEE_01487	CDS	396	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
KNPMNEEE_01488	CDS	528				hypothetical protein
KNPMNEEE_01489	CDS	1452	gghA	3.2.1.74	COG2723	1,4-beta-D-glucan glucohydrolase
KNPMNEEE_01490	CDS	615				hypothetical protein
KNPMNEEE_01491	CDS	1287	fpgS	6.3.2.17		Folylpolyglutamate synthase
KNPMNEEE_01492	CDS	1269				hypothetical protein
KNPMNEEE_01493	CDS	291				hypothetical protein
KNPMNEEE_01494	CDS	570				hypothetical protein
KNPMNEEE_01495	CDS	747	purQ	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurQ
KNPMNEEE_01496	CDS	150				hypothetical protein
KNPMNEEE_01497	CDS	1146	fbp	3.1.3.11	COG1980	Fructose-1,6-bisphosphate aldolase/phosphatase
KNPMNEEE_01498	CDS	993	ndh	1.6.99.3	COG1252	NADH dehydrogenase
KNPMNEEE_01499	CDS	1068				hypothetical protein
KNPMNEEE_01500	CDS	681	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
KNPMNEEE_01501	CDS	660	cobIJ		COG1010	Cobalamin biosynthesis protein CobIJ
KNPMNEEE_01502	CDS	1245	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
KNPMNEEE_01503	CDS	1290	cysG	4.99.1.4		Siroheme synthase
KNPMNEEE_01504	CDS	1134				hypothetical protein
KNPMNEEE_01505	CDS	477				hypothetical protein
KNPMNEEE_01506	CDS	852				hypothetical protein
KNPMNEEE_01507	CDS	453				hypothetical protein
KNPMNEEE_01508	CDS	1212	ravA_1	3.6.3.-		ATPase RavA
KNPMNEEE_01509	CDS	1194				hypothetical protein
KNPMNEEE_01510	CDS	1332	serS	6.1.1.11		Serine--tRNA ligase
KNPMNEEE_01511	CDS	765				hypothetical protein
KNPMNEEE_01512	CDS	1209	eno	4.2.1.11	COG0148	Enolase
KNPMNEEE_01513	CDS	660				putative protein
KNPMNEEE_01514	CDS	1974	lon	3.4.21.53		Lon protease
KNPMNEEE_01515	CDS	423				hypothetical protein
KNPMNEEE_01516	CDS	891	adoK	2.7.1.20	COG0524	Adenosine kinase
KNPMNEEE_01517	CDS	1602				hypothetical protein
KNPMNEEE_01518	CDS	609				hypothetical protein
KNPMNEEE_01519	CDS	474				hypothetical protein
KNPMNEEE_01520	CDS	954	ravA_2	3.6.3.-		ATPase RavA
KNPMNEEE_01521	CDS	1296				hypothetical protein
KNPMNEEE_01522	CDS	873				hypothetical protein
KNPMNEEE_01523	CDS	315	yibN		COG0607	putative protein YibN
KNPMNEEE_01524	CDS	1914				hypothetical protein
KNPMNEEE_01525	CDS	1833				hypothetical protein
KNPMNEEE_01526	CDS	1119		2.4.1.11	COG0438	Glycogen synthase
KNPMNEEE_01527	CDS	1131				hypothetical protein
KNPMNEEE_01528	tRNA	85				tRNA-Leu(cag)
KNPMNEEE_01529	CDS	2724				hypothetical protein
KNPMNEEE_01530	CDS	225				hypothetical protein
KNPMNEEE_01531	CDS	273				hypothetical protein
KNPMNEEE_01532	CDS	672				hypothetical protein
KNPMNEEE_01533	CDS	1068	pyrC	3.5.2.3	COG0044	Dihydroorotase
KNPMNEEE_01534	CDS	1074		3.4.-.-		putative peptidase
KNPMNEEE_01535	CDS	1014				hypothetical protein
KNPMNEEE_01536	CDS	249				hypothetical protein
KNPMNEEE_01537	CDS	381				hypothetical protein
KNPMNEEE_01538	CDS	1713		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
KNPMNEEE_01539	CDS	1758			COG1132	putative ABC transporter ATP-binding protein
KNPMNEEE_01540	CDS	387				hypothetical protein
KNPMNEEE_01541	tRNA	85				tRNA-Leu(caa)
KNPMNEEE_01542	CDS	207				hypothetical protein
KNPMNEEE_01543	CDS	870				hypothetical protein
KNPMNEEE_01544	CDS	225				hypothetical protein
KNPMNEEE_01545	CDS	918				hypothetical protein
KNPMNEEE_01546	CDS	741	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
KNPMNEEE_01547	CDS	567	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
KNPMNEEE_01548	CDS	606				hypothetical protein
KNPMNEEE_01549	CDS	399				hypothetical protein
KNPMNEEE_01550	CDS	621	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
KNPMNEEE_01551	CDS	459			COG3385	IS4 family transposase ISFac10
KNPMNEEE_01552	CDS	555			COG3385	IS4 family transposase ISFac10
KNPMNEEE_01553	CDS	1917				hypothetical protein
KNPMNEEE_01554	CDS	1005				hypothetical protein
KNPMNEEE_01555	CDS	1248	arcA_2	3.5.3.6	COG2235	Arginine deiminase
KNPMNEEE_01556	CDS	630				hypothetical protein
KNPMNEEE_01557	tRNA	73				tRNA-Gly(ccc)
KNPMNEEE_01558	CDS	492				hypothetical protein
KNPMNEEE_01559	CDS	1251	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
KNPMNEEE_01560	CDS	741				hypothetical protein
KNPMNEEE_01561	tRNA	77				tRNA-Arg(cct)
KNPMNEEE_01562	CDS	1230	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
KNPMNEEE_01563	CDS	825	yisK		COG0179	putative protein YisK
KNPMNEEE_01564	CDS	540	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
KNPMNEEE_01565	CDS	1209	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
KNPMNEEE_01566	CDS	939	rbn	3.1.-.-	COG1234	Ribonuclease BN
KNPMNEEE_01567	CDS	288				hypothetical protein
KNPMNEEE_01568	CDS	471				hypothetical protein
KNPMNEEE_01569	CDS	561				hypothetical protein
KNPMNEEE_01570	CDS	558				hypothetical protein
KNPMNEEE_01571	CDS	429				hypothetical protein
KNPMNEEE_01572	CDS	120				hypothetical protein
KNPMNEEE_01573	CDS	420				hypothetical protein
KNPMNEEE_01574	CDS	387				hypothetical protein
KNPMNEEE_01575	CDS	273				hypothetical protein
KNPMNEEE_01576	CDS	1176				IS200/IS605 family transposase ISMma19
KNPMNEEE_01577	CDS	648				hypothetical protein
KNPMNEEE_01578	CDS	189				hypothetical protein
KNPMNEEE_01579	CDS	231				hypothetical protein
KNPMNEEE_01580	CDS	1290	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
KNPMNEEE_01581	CDS	1434	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
KNPMNEEE_01582	CDS	1035				hypothetical protein
KNPMNEEE_01583	CDS	897				hypothetical protein
KNPMNEEE_01584	CDS	609				hypothetical protein
KNPMNEEE_01585	CDS	363				hypothetical protein
KNPMNEEE_01586	CDS	174				hypothetical protein
KNPMNEEE_01587	CDS	147				hypothetical protein
KNPMNEEE_01588	CDS	156				hypothetical protein
KNPMNEEE_01589	CDS	318				hypothetical protein
KNPMNEEE_01590	CDS	507				hypothetical protein
KNPMNEEE_01591	CDS	192				hypothetical protein
KNPMNEEE_01592	CDS	576	rnr	3.1.13.1		Ribonuclease R
KNPMNEEE_01593	CDS	1314	asnS_2	6.1.1.22		Asparagine--tRNA ligase
KNPMNEEE_01594	CDS	1008	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
KNPMNEEE_01595	CDS	882	hemH	4.99.1.1	COG0276	Ferrochelatase
KNPMNEEE_01596	CDS	900	tuf_2			Elongation factor Tu
KNPMNEEE_01597	CDS	1278	purD	6.3.4.13		Phosphoribosylamine--glycine ligase
KNPMNEEE_01598	CDS	417				hypothetical protein
KNPMNEEE_01599	CDS	1368				hypothetical protein
KNPMNEEE_01600	CDS	432	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
KNPMNEEE_01601	CDS	519		2.7.7.1		Nicotinamide-nucleotide adenylyltransferase
KNPMNEEE_01602	CDS	2334	polB	2.7.7.7	COG0417	DNA polymerase II
