item	layer	value
GC_00004579	S259100333	0
GC_00004579	S259100335	0
GC_00004579	S259100337	0
GC_00004579	S259100341	0
GC_00004579	S25910037	0
GC_00004579	S25910039	0
GC_00004579	S33314612	0
GC_00004579	S749695	0
GC_00004579	SFerroplasmacircular	0
GC_00004579	SMAG00006	1
GC_00004580	S12936484	0
GC_00004580	S259100318	0
GC_00004580	S259100328	0
GC_00004580	S259100333	0
GC_00004580	S259100335	0
GC_00004580	S259100337	0
GC_00004580	S259100341	0
GC_00004580	S25910037	0
GC_00004580	S25910039	0
GC_00004580	S33314612	1
GC_00004580	S749695	0
GC_00004580	SFerroplasmacircular	0
GC_00004580	SMAG00006	0
GC_00004581	S12936484	0
GC_00004581	S259100318	0
GC_00004581	S259100328	1
GC_00004581	S259100333	0
GC_00004581	S259100335	0
GC_00004581	S259100337	0
GC_00004581	S259100341	0
GC_00004581	S25910037	0
GC_00004581	S25910039	0
GC_00004581	S33314612	0
GC_00004581	S749695	0
GC_00004581	SFerroplasmacircular	0
GC_00004581	SMAG00006	0
GC_00004582	S12936484	0
GC_00004582	S259100318	0
GC_00004582	S259100328	0
GC_00004582	S259100333	0
GC_00004582	S259100335	0
GC_00004582	S259100337	0
GC_00004582	S259100341	0
GC_00004582	S25910037	0
GC_00004582	S25910039	0
GC_00004582	S33314612	1
GC_00004582	S749695	0
GC_00004582	SFerroplasmacircular	0
GC_00004582	SMAG00006	0
GC_00004583	S12936484	0
GC_00004583	S259100318	0
GC_00004583	S259100328	0
GC_00004583	S259100333	0
GC_00004583	S259100335	0
GC_00004583	S259100337	0
GC_00004583	S259100341	0
GC_00004583	S25910037	0
GC_00004583	S25910039	0
GC_00004583	S33314612	0
GC_00004583	S749695	0
GC_00004583	SFerroplasmacircular	0
GC_00004583	SMAG00006	1
GC_00004584	S12936484	0
GC_00004584	S259100318	0
GC_00004584	S259100328	0
GC_00004584	S259100333	0
GC_00004584	S259100335	0
GC_00004584	S259100337	0
GC_00004584	S259100341	0
GC_00004584	S25910037	0
GC_00004584	S25910039	0
GC_00004584	S33314612	0
GC_00004584	S749695	0
GC_00004584	SFerroplasmacircular	0
GC_00004584	SMAG00006	1
GC_00004585	S12936484	0
GC_00004585	S259100318	0
GC_00004585	S259100328	0
GC_00004585	S259100333	0
GC_00004585	S259100335	1
GC_00004585	S259100337	0
GC_00004585	S259100341	0
GC_00004585	S25910037	0
GC_00004585	S25910039	0
GC_00004585	S33314612	0
GC_00004585	S749695	0
GC_00004585	SFerroplasmacircular	0
GC_00004585	SMAG00006	0
GC_00004586	S12936484	0
GC_00004586	S259100318	0
GC_00004586	S259100328	0
GC_00004586	S259100333	0
GC_00004586	S259100335	0
GC_00004586	S259100337	0
GC_00004586	S259100341	0
GC_00004586	S25910037	0
GC_00004586	S25910039	0
GC_00004586	S33314612	0
GC_00004586	S749695	0
GC_00004586	SFerroplasmacircular	0
GC_00004586	SMAG00006	1
GC_00004587	S12936484	0
GC_00004587	S259100318	0
GC_00004587	S259100328	0
GC_00004587	S259100333	0
GC_00004587	S259100335	0
GC_00004587	S259100337	0
GC_00004587	S259100341	0
GC_00004587	S25910037	1
GC_00004587	S25910039	0
GC_00004587	S33314612	0
GC_00004587	S749695	0
GC_00004587	SFerroplasmacircular	0
GC_00004587	SMAG00006	0
GC_00004588	S12936484	0
GC_00004588	S259100318	0
GC_00004588	S259100328	0
GC_00004588	S259100333	0
GC_00004588	S259100335	0
GC_00004588	S259100337	0
GC_00004588	S259100341	0
GC_00004588	S25910037	0
GC_00004588	S25910039	0
GC_00004588	S33314612	0
GC_00004588	S749695	0
GC_00004588	SFerroplasmacircular	1
GC_00004588	SMAG00006	0
GC_00004589	S12936484	0
GC_00004589	S259100318	1
GC_00004589	S259100328	0
GC_00004589	S259100333	0
GC_00004589	S259100335	0
GC_00004589	S259100337	0
GC_00004589	S259100341	0
GC_00004589	S25910037	0
GC_00004589	S25910039	0
GC_00004589	S33314612	0
GC_00004589	S749695	0
GC_00004589	SFerroplasmacircular	0
GC_00004589	SMAG00006	0
GC_00004590	S12936484	0
GC_00004590	S259100318	0
GC_00004590	S259100328	0
GC_00004590	S259100333	0
GC_00004590	S259100335	0
GC_00004590	S259100337	0
GC_00004590	S259100341	0
GC_00004590	S25910037	0
GC_00004590	S25910039	0
GC_00004590	S33314612	0
GC_00004590	S749695	0
GC_00004590	SFerroplasmacircular	0
GC_00004590	SMAG00006	1
GC_00004591	S12936484	1
GC_00004591	S259100318	0
GC_00004591	S259100328	0
GC_00004591	S259100333	0
GC_00004591	S259100335	0
GC_00004591	S259100337	0
GC_00004591	S259100341	0
GC_00004591	S25910037	0
GC_00004591	S25910039	0
GC_00004591	S33314612	0
GC_00004591	S749695	0
GC_00004591	SFerroplasmacircular	0
GC_00004591	SMAG00006	0
GC_00004592	S12936484	0
GC_00004592	S259100318	0
GC_00004592	S259100328	0
GC_00004592	S259100333	0
GC_00004592	S259100335	0
GC_00004592	S259100337	0
GC_00004592	S259100341	0
GC_00004592	S25910037	0
GC_00004592	S25910039	0
GC_00004592	S33314612	0
GC_00004592	S749695	0
GC_00004592	SFerroplasmacircular	0
GC_00004592	SMAG00006	1
GC_00004593	S12936484	0
GC_00004593	S259100318	1
GC_00004593	S259100328	0
GC_00004593	S259100333	0
GC_00004593	S259100335	0
GC_00004593	S259100337	0
GC_00004593	S259100341	0
GC_00004593	S25910037	0
GC_00004593	S25910039	0
GC_00004593	S33314612	0
GC_00004593	S749695	0
GC_00004593	SFerroplasmacircular	0
GC_00004593	SMAG00006	0
GC_00004594	S12936484	1
GC_00004594	S259100318	0
GC_00004594	S259100328	0
GC_00004594	S259100333	0
GC_00004594	S259100335	0
GC_00004594	S259100337	0
GC_00004594	S259100341	0
GC_00004594	S25910037	0
GC_00004594	S25910039	0
GC_00004594	S33314612	0
GC_00004594	S749695	0
GC_00004594	SFerroplasmacircular	0
GC_00004594	SMAG00006	0
GC_00004595	S12936484	0
GC_00004595	S259100318	0
GC_00004595	S259100328	0
GC_00004595	S259100333	0
GC_00004595	S259100335	0
GC_00004595	S259100337	0
GC_00004595	S259100341	0
GC_00004595	S25910037	0
GC_00004595	S25910039	0
GC_00004595	S33314612	0
GC_00004595	S749695	0
GC_00004595	SFerroplasmacircular	1
GC_00004595	SMAG00006	0
GC_00004596	S12936484	0
GC_00004596	S259100318	0
GC_00004596	S259100328	1
GC_00004596	S259100333	0
GC_00004596	S259100335	0
GC_00004596	S259100337	0
GC_00004596	S259100341	0
GC_00004596	S25910037	0
GC_00004596	S25910039	0
GC_00004596	S33314612	0
GC_00004596	S749695	0
GC_00004596	SFerroplasmacircular	0
GC_00004596	SMAG00006	0
GC_00004597	S12936484	0
GC_00004597	S259100318	0
GC_00004597	S259100328	0
GC_00004597	S259100333	0
GC_00004597	S259100335	0
GC_00004597	S259100337	0
GC_00004597	S259100341	0
GC_00004597	S25910037	0
GC_00004597	S25910039	0
GC_00004597	S33314612	0
GC_00004597	S749695	0
GC_00004597	SFerroplasmacircular	0
GC_00004597	SMAG00006	1
GC_00004598	S12936484	0
GC_00004598	S259100318	0
GC_00004598	S259100328	0
GC_00004598	S259100333	0
GC_00004598	S259100335	0
GC_00004598	S259100337	1
GC_00004598	S259100341	0
GC_00004598	S25910037	0
GC_00004598	S25910039	0
GC_00004598	S33314612	0
GC_00004598	S749695	0
GC_00004598	SFerroplasmacircular	0
GC_00004598	SMAG00006	0
GC_00004599	S12936484	1
GC_00004599	S259100318	0
GC_00004599	S259100328	0
GC_00004599	S259100333	0
GC_00004599	S259100335	0
GC_00004599	S259100337	0
GC_00004599	S259100341	0
GC_00004599	S25910037	0
GC_00004599	S25910039	0
GC_00004599	S33314612	0
GC_00004599	S749695	0
GC_00004599	SFerroplasmacircular	0
GC_00004599	SMAG00006	0
GC_00004600	S12936484	0
GC_00004600	S259100318	0
GC_00004600	S259100328	0
GC_00004600	S259100333	0
GC_00004600	S259100335	0
GC_00004600	S259100337	0
GC_00004600	S259100341	0
GC_00004600	S25910037	0
GC_00004600	S25910039	0
GC_00004600	S33314612	0
GC_00004600	S749695	0
GC_00004600	SFerroplasmacircular	0
GC_00004600	SMAG00006	1
GC_00004601	S12936484	0
GC_00004601	S259100318	0
GC_00004601	S259100328	0
GC_00004601	S259100333	0
GC_00004601	S259100335	0
GC_00004601	S259100337	0
GC_00004601	S259100341	0
GC_00004601	S25910037	0
GC_00004601	S25910039	0
GC_00004601	S33314612	0
GC_00004601	S749695	0
GC_00004601	SFerroplasmacircular	1
GC_00004601	SMAG00006	0
GC_00004602	S12936484	0
GC_00004602	S259100318	0
GC_00004602	S259100328	0
GC_00004602	S259100333	0
GC_00004602	S259100335	0
GC_00004602	S259100337	0
GC_00004602	S259100341	0
GC_00004602	S25910037	1
GC_00004602	S25910039	0
GC_00004602	S33314612	0
GC_00004602	S749695	0
GC_00004602	SFerroplasmacircular	0
GC_00004602	SMAG00006	0
GC_00004603	S12936484	0
GC_00004603	S259100318	0
GC_00004603	S259100328	0
GC_00004603	S259100333	0
GC_00004603	S259100335	0
GC_00004603	S259100337	0
GC_00004603	S259100341	1
GC_00004603	S25910037	0
GC_00004603	S25910039	0
GC_00004603	S33314612	0
GC_00004603	S749695	0
GC_00004603	SFerroplasmacircular	0
GC_00004603	SMAG00006	0
GC_00004604	S12936484	0
GC_00004604	S259100318	0
GC_00004604	S259100328	0
GC_00004604	S259100333	0
GC_00004604	S259100335	0
GC_00004604	S259100337	0
GC_00004604	S259100341	0
GC_00004604	S25910037	0
GC_00004604	S25910039	0
GC_00004604	S33314612	0
GC_00004604	S749695	0
GC_00004604	SFerroplasmacircular	0
GC_00004604	SMAG00006	1
GC_00004605	S12936484	0
GC_00004605	S259100318	0
GC_00004605	S259100328	0
GC_00004605	S259100333	0
GC_00004605	S259100335	0
GC_00004605	S259100337	0
GC_00004605	S259100341	0
GC_00004605	S25910037	0
GC_00004605	S25910039	0
GC_00004605	S33314612	0
GC_00004605	S749695	1
GC_00004605	SFerroplasmacircular	0
GC_00004605	SMAG00006	0
GC_00004606	S12936484	0
GC_00004606	S259100318	0
GC_00004606	S259100328	1
GC_00004606	S259100333	0
GC_00004606	S259100335	0
GC_00004606	S259100337	0
GC_00004606	S259100341	0
GC_00004606	S25910037	0
GC_00004606	S25910039	0
GC_00004606	S33314612	0
GC_00004606	S749695	0
GC_00004606	SFerroplasmacircular	0
GC_00004606	SMAG00006	0
GC_00004607	S12936484	0
GC_00004607	S259100318	1
GC_00004607	S259100328	0
GC_00004607	S259100333	0
GC_00004607	S259100335	0
GC_00004607	S259100337	0
GC_00004607	S259100341	0
GC_00004607	S25910037	0
GC_00004607	S25910039	0
GC_00004607	S33314612	0
GC_00004607	S749695	0
GC_00004607	SFerroplasmacircular	0
GC_00004607	SMAG00006	0
GC_00004608	S12936484	0
GC_00004608	S259100318	1
GC_00004608	S259100328	0
GC_00004608	S259100333	0
GC_00004608	S259100335	0
GC_00004608	S259100337	0
GC_00004608	S259100341	0
GC_00004608	S25910037	0
GC_00004608	S25910039	0
GC_00004608	S33314612	0
GC_00004608	S749695	0
GC_00004608	SFerroplasmacircular	0
GC_00004608	SMAG00006	0
GC_00004609	S12936484	0
GC_00004609	S259100318	0
GC_00004609	S259100328	0
GC_00004609	S259100333	0
GC_00004609	S259100335	0
GC_00004609	S259100337	0
GC_00004609	S259100341	0
GC_00004609	S25910037	0
GC_00004609	S25910039	0
GC_00004609	S33314612	0
GC_00004609	S749695	1
GC_00004609	SFerroplasmacircular	0
GC_00004609	SMAG00006	0
GC_00004610	S12936484	0
GC_00004610	S259100318	0
GC_00004610	S259100328	0
GC_00004610	S259100333	0
GC_00004610	S259100335	0
GC_00004610	S259100337	0
GC_00004610	S259100341	0
GC_00004610	S25910037	0
GC_00004610	S25910039	0
GC_00004610	S33314612	0
GC_00004610	S749695	0
GC_00004610	SFerroplasmacircular	0
GC_00004610	SMAG00006	1
GC_00004611	S12936484	1
GC_00004611	S259100318	0
GC_00004611	S259100328	0
GC_00004611	S259100333	0
GC_00004611	S259100335	0
GC_00004611	S259100337	0
GC_00004611	S259100341	0
GC_00004611	S25910037	0
GC_00004611	S25910039	0
GC_00004611	S33314612	0
GC_00004611	S749695	0
GC_00004611	SFerroplasmacircular	0
GC_00004611	SMAG00006	0
GC_00004612	S12936484	0
GC_00004612	S259100318	0
GC_00004612	S259100328	0
GC_00004612	S259100333	0
GC_00004612	S259100335	0
GC_00004612	S259100337	0
GC_00004612	S259100341	0
GC_00004612	S25910037	0
GC_00004612	S25910039	0
GC_00004612	S33314612	1
GC_00004612	S749695	0
GC_00004612	SFerroplasmacircular	0
GC_00004612	SMAG00006	0
GC_00004613	S12936484	1
GC_00004613	S259100318	0
GC_00004613	S259100328	0
GC_00004613	S259100333	0
GC_00004613	S259100335	0
GC_00004613	S259100337	0
GC_00004613	S259100341	0
GC_00004613	S25910037	0
GC_00004613	S25910039	0
GC_00004613	S33314612	0
GC_00004613	S749695	0
GC_00004613	SFerroplasmacircular	0
GC_00004613	SMAG00006	0
GC_00004614	S12936484	1
GC_00004614	S259100318	0
GC_00004614	S259100328	0
GC_00004614	S259100333	0
GC_00004614	S259100335	0
GC_00004614	S259100337	0
GC_00004614	S259100341	0
GC_00004614	S25910037	0
GC_00004614	S25910039	0
GC_00004614	S33314612	0
GC_00004614	S749695	0
GC_00004614	SFerroplasmacircular	0
GC_00004614	SMAG00006	0
GC_00004615	S12936484	0
GC_00004615	S259100318	0
GC_00004615	S259100328	0
GC_00004615	S259100333	0
GC_00004615	S259100335	0
GC_00004615	S259100337	0
GC_00004615	S259100341	1
GC_00004615	S25910037	0
GC_00004615	S25910039	0
GC_00004615	S33314612	0
GC_00004615	S749695	0
GC_00004615	SFerroplasmacircular	0
GC_00004615	SMAG00006	0
GC_00004616	S12936484	0
GC_00004616	S259100318	0
GC_00004616	S259100328	0
GC_00004616	S259100333	0
GC_00004616	S259100335	0
GC_00004616	S259100337	0
GC_00004616	S259100341	0
GC_00004616	S25910037	0
GC_00004616	S25910039	0
GC_00004616	S33314612	0
GC_00004616	S749695	0
GC_00004616	SFerroplasmacircular	0
GC_00004616	SMAG00006	1
GC_00004617	S12936484	0
GC_00004617	S259100318	0
GC_00004617	S259100328	0
GC_00004617	S259100333	0
GC_00004617	S259100335	0
GC_00004617	S259100337	0
GC_00004617	S259100341	0
GC_00004617	S25910037	0
GC_00004617	S25910039	0
GC_00004617	S33314612	0
GC_00004617	S749695	0
GC_00004617	SFerroplasmacircular	1
GC_00004617	SMAG00006	0
GC_00004618	S12936484	0
GC_00004618	S259100318	0
GC_00004618	S259100328	1
GC_00004618	S259100333	0
GC_00004618	S259100335	0
GC_00004618	S259100337	0
GC_00004618	S259100341	0
GC_00004618	S25910037	0
GC_00004618	S25910039	0
GC_00004618	S33314612	0
GC_00004618	S749695	0
GC_00004618	SFerroplasmacircular	0
GC_00004618	SMAG00006	0
GC_00004619	S12936484	0
GC_00004619	S259100318	0
GC_00004619	S259100328	0
GC_00004619	S259100333	0
GC_00004619	S259100335	1
GC_00004619	S259100337	0
GC_00004619	S259100341	0
GC_00004619	S25910037	0
GC_00004619	S25910039	0
GC_00004619	S33314612	0
GC_00004619	S749695	0
GC_00004619	SFerroplasmacircular	0
GC_00004619	SMAG00006	0
GC_00004620	S12936484	0
GC_00004620	S259100318	0
GC_00004620	S259100328	1
GC_00004620	S259100333	0
GC_00004620	S259100335	0
GC_00004620	S259100337	0
GC_00004620	S259100341	0
GC_00004620	S25910037	0
GC_00004620	S25910039	0
GC_00004620	S33314612	0
GC_00004620	S749695	0
GC_00004620	SFerroplasmacircular	0
GC_00004620	SMAG00006	0
GC_00004621	S12936484	1
GC_00004621	S259100318	0
GC_00004621	S259100328	0
GC_00004621	S259100333	0
GC_00004621	S259100335	0
GC_00004621	S259100337	0
GC_00004621	S259100341	0
GC_00004621	S25910037	0
GC_00004621	S25910039	0
GC_00004621	S33314612	0
GC_00004621	S749695	0
GC_00004621	SFerroplasmacircular	0
GC_00004621	SMAG00006	0
GC_00004622	S12936484	0
GC_00004622	S259100318	0
GC_00004622	S259100328	1
GC_00004622	S259100333	0
GC_00004622	S259100335	0
GC_00004622	S259100337	0
GC_00004622	S259100341	0
GC_00004622	S25910037	0
GC_00004622	S25910039	0
GC_00004622	S33314612	0
GC_00004622	S749695	0
GC_00004622	SFerroplasmacircular	0
GC_00004622	SMAG00006	0
GC_00004623	S12936484	1
GC_00004623	S259100318	0
GC_00004623	S259100328	0
GC_00004623	S259100333	0
GC_00004623	S259100335	0
GC_00004623	S259100337	0
GC_00004623	S259100341	0
GC_00004623	S25910037	0
GC_00004623	S25910039	0
GC_00004623	S33314612	0
GC_00004623	S749695	0
GC_00004623	SFerroplasmacircular	0
GC_00004623	SMAG00006	0
GC_00004624	S12936484	0
GC_00004624	S259100318	0
GC_00004624	S259100328	0
GC_00004624	S259100333	0
GC_00004624	S259100335	0
GC_00004624	S259100337	0
GC_00004624	S259100341	0
GC_00004624	S25910037	0
GC_00004624	S25910039	0
GC_00004624	S33314612	0
GC_00004624	S749695	0
GC_00004624	SFerroplasmacircular	0
GC_00004624	SMAG00006	1
GC_00004625	S12936484	0
GC_00004625	S259100318	0
GC_00004625	S259100328	0
GC_00004625	S259100333	0
GC_00004625	S259100335	0
GC_00004625	S259100337	0
GC_00004625	S259100341	0
GC_00004625	S25910037	0
GC_00004625	S25910039	0
GC_00004625	S33314612	0
GC_00004625	S749695	0
GC_00004625	SFerroplasmacircular	0
GC_00004625	SMAG00006	1
GC_00004626	S12936484	0
GC_00004626	S259100318	0
GC_00004626	S259100328	0
GC_00004626	S259100333	0
GC_00004626	S259100335	0
GC_00004626	S259100337	0
GC_00004626	S259100341	1
GC_00004626	S25910037	0
GC_00004626	S25910039	0
GC_00004626	S33314612	0
GC_00004626	S749695	0
GC_00004626	SFerroplasmacircular	0
GC_00004626	SMAG00006	0
GC_00004627	S12936484	1
GC_00004627	S259100318	0
GC_00004627	S259100328	0
GC_00004627	S259100333	0
GC_00004627	S259100335	0
GC_00004627	S259100337	0
GC_00004627	S259100341	0
GC_00004627	S25910037	0
GC_00004627	S25910039	0
GC_00004627	S33314612	0
GC_00004627	S749695	0
GC_00004627	SFerroplasmacircular	0
GC_00004627	SMAG00006	0
GC_00004628	S12936484	0
GC_00004628	S259100318	0
GC_00004628	S259100328	0
GC_00004628	S259100333	0
GC_00004628	S259100335	0
GC_00004628	S259100337	0
GC_00004628	S259100341	0
GC_00004628	S25910037	1
GC_00004628	S25910039	0
GC_00004628	S33314612	0
GC_00004628	S749695	0
GC_00004628	SFerroplasmacircular	0
GC_00004628	SMAG00006	0
GC_00004629	S12936484	0
GC_00004629	S259100318	0
GC_00004629	S259100328	0
GC_00004629	S259100333	0
GC_00004629	S259100335	0
GC_00004629	S259100337	0
GC_00004629	S259100341	0
GC_00004629	S25910037	0
GC_00004629	S25910039	0
GC_00004629	S33314612	0
GC_00004629	S749695	0
GC_00004629	SFerroplasmacircular	1
GC_00004629	SMAG00006	0
GC_00004630	S12936484	1
GC_00004630	S259100318	0
GC_00004630	S259100328	0
GC_00004630	S259100333	0
GC_00004630	S259100335	0
GC_00004630	S259100337	0
GC_00004630	S259100341	0
GC_00004630	S25910037	0
GC_00004630	S25910039	0
GC_00004630	S33314612	0
GC_00004630	S749695	0
GC_00004630	SFerroplasmacircular	0
GC_00004630	SMAG00006	0
GC_00004631	S12936484	0
GC_00004631	S259100318	0
GC_00004631	S259100328	0
GC_00004631	S259100333	0
GC_00004631	S259100335	0
GC_00004631	S259100337	0
GC_00004631	S259100341	0
GC_00004631	S25910037	1
GC_00004631	S25910039	0
GC_00004631	S33314612	0
GC_00004631	S749695	0
GC_00004631	SFerroplasmacircular	0
GC_00004631	SMAG00006	0
GC_00004632	S12936484	0
GC_00004632	S259100318	0
GC_00004632	S259100328	0
GC_00004632	S259100333	0
GC_00004632	S259100335	1
GC_00004632	S259100337	0
GC_00004632	S259100341	0
GC_00004632	S25910037	0
GC_00004632	S25910039	0
GC_00004632	S33314612	0
GC_00004632	S749695	0
GC_00004632	SFerroplasmacircular	0
GC_00004632	SMAG00006	0
GC_00004633	S12936484	0
GC_00004633	S259100318	0
GC_00004633	S259100328	0
GC_00004633	S259100333	0
GC_00004633	S259100335	0
GC_00004633	S259100337	0
GC_00004633	S259100341	0
GC_00004633	S25910037	0
GC_00004633	S25910039	0
GC_00004633	S33314612	0
GC_00004633	S749695	0
GC_00004633	SFerroplasmacircular	0
GC_00004633	SMAG00006	1
GC_00004634	S12936484	0
GC_00004634	S259100318	0
GC_00004634	S259100328	1
GC_00004634	S259100333	0
GC_00004634	S259100335	0
GC_00004634	S259100337	0
GC_00004634	S259100341	0
GC_00004634	S25910037	0
GC_00004634	S25910039	0
GC_00004634	S33314612	0
GC_00004634	S749695	0
GC_00004634	SFerroplasmacircular	0
GC_00004634	SMAG00006	0
GC_00004635	S12936484	0
GC_00004635	S259100318	0
GC_00004635	S259100328	0
GC_00004635	S259100333	0
GC_00004635	S259100335	0
GC_00004635	S259100337	0
GC_00004635	S259100341	0
GC_00004635	S25910037	0
GC_00004635	S25910039	0
GC_00004635	S33314612	0
GC_00004635	S749695	0
GC_00004635	SFerroplasmacircular	1
GC_00004635	SMAG00006	0
GC_00004636	S12936484	0
GC_00004636	S259100318	0
GC_00004636	S259100328	0
GC_00004636	S259100333	0
GC_00004636	S259100335	0
GC_00004636	S259100337	0
GC_00004636	S259100341	1
GC_00004636	S25910037	0
GC_00004636	S25910039	0
GC_00004636	S33314612	0
GC_00004636	S749695	0
GC_00004636	SFerroplasmacircular	0
GC_00004636	SMAG00006	0
GC_00004637	S12936484	0
GC_00004637	S259100318	0
GC_00004637	S259100328	1
GC_00004637	S259100333	0
GC_00004637	S259100335	0
GC_00004637	S259100337	0
GC_00004637	S259100341	0
GC_00004637	S25910037	0
GC_00004637	S25910039	0
GC_00004637	S33314612	0
GC_00004637	S749695	0
GC_00004637	SFerroplasmacircular	0
GC_00004637	SMAG00006	0
GC_00004638	S12936484	0
GC_00004638	S259100318	1
GC_00004638	S259100328	0
GC_00004638	S259100333	0
GC_00004638	S259100335	0
GC_00004638	S259100337	0
GC_00004638	S259100341	0
GC_00004638	S25910037	0
GC_00004638	S25910039	0
GC_00004638	S33314612	0
GC_00004638	S749695	0
GC_00004638	SFerroplasmacircular	0
GC_00004638	SMAG00006	0
GC_00004639	S12936484	0
GC_00004639	S259100318	0
GC_00004639	S259100328	0
GC_00004639	S259100333	0
GC_00004639	S259100335	0
GC_00004639	S259100337	0
GC_00004639	S259100341	1
GC_00004639	S25910037	0
GC_00004639	S25910039	0
GC_00004639	S33314612	0
GC_00004639	S749695	0
GC_00004639	SFerroplasmacircular	0
GC_00004639	SMAG00006	0
GC_00004640	S12936484	0
GC_00004640	S259100318	1
GC_00004640	S259100328	0
GC_00004640	S259100333	0
GC_00004640	S259100335	0
GC_00004640	S259100337	0
GC_00004640	S259100341	0
GC_00004640	S25910037	0
GC_00004640	S25910039	0
GC_00004640	S33314612	0
GC_00004640	S749695	0
GC_00004640	SFerroplasmacircular	0
GC_00004640	SMAG00006	0
GC_00004641	S12936484	0
GC_00004641	S259100318	0
GC_00004641	S259100328	0
GC_00004641	S259100333	0
GC_00004641	S259100335	1
GC_00004641	S259100337	0
GC_00004641	S259100341	0
GC_00004641	S25910037	0
GC_00004641	S25910039	0
GC_00004641	S33314612	0
GC_00004641	S749695	0
GC_00004641	SFerroplasmacircular	0
GC_00004641	SMAG00006	0
GC_00004642	S12936484	0
GC_00004642	S259100318	0
GC_00004642	S259100328	0
GC_00004642	S259100333	0
GC_00004642	S259100335	1
GC_00004642	S259100337	0
GC_00004642	S259100341	0
GC_00004642	S25910037	0
GC_00004642	S25910039	0
GC_00004642	S33314612	0
GC_00004642	S749695	0
GC_00004642	SFerroplasmacircular	0
GC_00004642	SMAG00006	0
GC_00004643	S12936484	1
GC_00004643	S259100318	0
GC_00004643	S259100328	0
GC_00004643	S259100333	0
GC_00004643	S259100335	0
GC_00004643	S259100337	0
GC_00004643	S259100341	0
GC_00004643	S25910037	0
GC_00004643	S25910039	0
GC_00004643	S33314612	0
GC_00004643	S749695	0
GC_00004643	SFerroplasmacircular	0
GC_00004643	SMAG00006	0
GC_00004644	S12936484	0
GC_00004644	S259100318	0
GC_00004644	S259100328	0
GC_00004644	S259100333	0
GC_00004644	S259100335	0
GC_00004644	S259100337	0
GC_00004644	S259100341	0
GC_00004644	S25910037	1
GC_00004644	S25910039	0
GC_00004644	S33314612	0
GC_00004644	S749695	0
GC_00004644	SFerroplasmacircular	0
GC_00004644	SMAG00006	0
GC_00004645	S12936484	0
GC_00004645	S259100318	0
GC_00004645	S259100328	0
GC_00004645	S259100333	0
GC_00004645	S259100335	0
GC_00004645	S259100337	0
GC_00004645	S259100341	0
GC_00004645	S25910037	0
GC_00004645	S25910039	1
GC_00004645	S33314612	0
GC_00004645	S749695	0
GC_00004645	SFerroplasmacircular	0
GC_00004645	SMAG00006	0
GC_00004646	S12936484	0
GC_00004646	S259100318	0
GC_00004646	S259100328	1
GC_00004646	S259100333	0
GC_00004646	S259100335	0
GC_00004646	S259100337	0
GC_00004646	S259100341	0
GC_00004646	S25910037	0
GC_00004646	S25910039	0
GC_00004646	S33314612	0
GC_00004646	S749695	0
GC_00004646	SFerroplasmacircular	0
GC_00004646	SMAG00006	0
GC_00004647	S12936484	0
GC_00004647	S259100318	0
GC_00004647	S259100328	0
GC_00004647	S259100333	0
GC_00004647	S259100335	0
GC_00004647	S259100337	0
GC_00004647	S259100341	1
GC_00004647	S25910037	0
GC_00004647	S25910039	0
GC_00004647	S33314612	0
GC_00004647	S749695	0
GC_00004647	SFerroplasmacircular	0
GC_00004647	SMAG00006	0
GC_00004648	S12936484	1
GC_00004648	S259100318	0
GC_00004648	S259100328	0
GC_00004648	S259100333	0
GC_00004648	S259100335	0
GC_00004648	S259100337	0
GC_00004648	S259100341	0
GC_00004648	S25910037	0
GC_00004648	S25910039	0
GC_00004648	S33314612	0
GC_00004648	S749695	0
GC_00004648	SFerroplasmacircular	0
GC_00004648	SMAG00006	0
GC_00004649	S12936484	0
GC_00004649	S259100318	0
GC_00004649	S259100328	0
GC_00004649	S259100333	0
GC_00004649	S259100335	0
GC_00004649	S259100337	0
GC_00004649	S259100341	0
GC_00004649	S25910037	0
GC_00004649	S25910039	0
GC_00004649	S33314612	0
GC_00004649	S749695	0
GC_00004649	SFerroplasmacircular	1
GC_00004649	SMAG00006	0
GC_00004650	S12936484	1
GC_00004650	S259100318	0
GC_00004650	S259100328	0
GC_00004650	S259100333	0
GC_00004650	S259100335	0
GC_00004650	S259100337	0
GC_00004650	S259100341	0
GC_00004650	S25910037	0
GC_00004650	S25910039	0
GC_00004650	S33314612	0
GC_00004650	S749695	0
GC_00004650	SFerroplasmacircular	0
GC_00004650	SMAG00006	0
GC_00004651	S12936484	0
GC_00004651	S259100318	0
GC_00004651	S259100328	0
GC_00004651	S259100333	0
GC_00004651	S259100335	0
GC_00004651	S259100337	0
GC_00004651	S259100341	0
GC_00004651	S25910037	0
GC_00004651	S25910039	0
GC_00004651	S33314612	0
GC_00004651	S749695	0
GC_00004651	SFerroplasmacircular	1
GC_00004651	SMAG00006	0
GC_00004652	S12936484	0
GC_00004652	S259100318	0
GC_00004652	S259100328	0
GC_00004652	S259100333	0
GC_00004652	S259100335	0
GC_00004652	S259100337	0
GC_00004652	S259100341	0
GC_00004652	S25910037	1
GC_00004652	S25910039	0
GC_00004652	S33314612	0
GC_00004652	S749695	0
GC_00004652	SFerroplasmacircular	0
GC_00004652	SMAG00006	0
GC_00004653	S12936484	0
GC_00004653	S259100318	0
GC_00004653	S259100328	0
