contig_id	contig_length	genomad_taxonomy	vcat_taxonomy	vcontact3_taxonomy	checkv_quality	iphop_host	bacphlip_virulent_score	abundance_Sample_ERR10036468	abundance_Sample_ERR10036469	abundance_Sample_ERR10036470
c_000000175390	2945	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Felsduovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	5,37E+09	0.00103751480826012	0
c_000000177369	1998	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	4,06E+08	0.000811140158501494	0
c_000000177387	2674	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9284736410929751	0.00375227726258962	0.000357271657576163	3,55E+09
c_000000180552	3891	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	8,35E+09	0.00153885016070078	0
c_000000180919	1960	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0031759733150656	0.00148922204436219	0
c_000000181967	19272	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.3352422907488988	2,30E+07	4,12E+09	0
c_000000182093	2744	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.931779094256249	0.000176459495496726	0.00272774388946527	0
c_000000183603	2275	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00021224889067383	0.00296414891705135	0
c_000000184200	9018	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9727933468119907	0.000162318490683592	0.00240591051330604	0
c_000000185984	1813	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Pagevirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.9972986238568456	0.000211161484858796	0.00204680945828381	0
c_000000186793	4405	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.1	7,20E+09	0.00146189812801596	0
c_000000187054	1570	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Peduovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.906779094256249	0.00139940359240562	4,86E+07	0
c_000000188068	11505	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9126101321585903	0.00196484360626928	0.000559443679155502	0
c_000000188977	3283	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00279898293423096	0.000523895028334916	0
c_000000193065	12131	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Megamimivirinae;g_Tupanvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	9,55E+09	7,55E+09	0
c_000000194628	2092	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	7,22E+09	0.000969178898606759	0
c_000000195221	15708	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Allomimiviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.6875	9,40E+07	3,20E+09	0
c_000000195271	2474	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Lambdavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0251710280533808	3,72E+09	0.000421469424472457
c_000000196357	3655	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_;k_;p_;sp_;c_Naldaviricetes;o_Lefavirales;so_;f_Baculoviridae;sf_;g_Alphabaculovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0104709766118545	0.000907660177419092	0
c_000000196421	3464	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium"	0.9107929515418502	0.000578744708968663	0.000260633203053573	0.000255768211176021
c_000000197183	2375	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Ferrettivirinae;g_Spinunavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.885050363464486	0.000469293020003242	0.00524557116094777	0
c_000000198230	17367	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	2,23E+08	4,34E+09	0
c_000000198361	3151	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Jeanschmidtviridae;sf_;g_Colossusvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	0.00033683336514166	0.00537991052720043	0
c_000000199323	2289	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium"	0.8118782016546146	0.000538331998459045	0.000135713025247117	0
c_000000199614	2168	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	0.000307354254192631	0.00412245891950273	0
c_000000199954	2057	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	6,45E+09	0.00122797382954636	0
c_000000200474	10724	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Megamimivirinae;g_Megavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.7875	7,72E+08	7,25E+09	0
c_000000206044	7131	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Gracegardnervirinae;g_Thetabobvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.775	0.000949968098057837	0.00049488430025396	0.00787716231752617
c_000000206454	4539	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00381574296540673	0.00158187897677686	0
c_000000207523	2367	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00121653246308212	0.000245937184106941	0
c_000000210348	2977	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.6222549534196096	0.000379397713949459	0.00596152037109759	0
c_000000210553	2276	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0027115056999024	3,63E+08	0.000942499543711943
c_000000212118	1866	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000202042119491309	0.00339665389214805	0
c_000000212983	1872	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Ruthgordonvirinae;g_Catfishvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.0	0.000131901201139188	0.0019289382320993	0
c_000000214369	2249	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.0125	0.000409537727554131	0.00597259362057411	0
c_000000215118	2115	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Weiservirinae;g_Kratiovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9701541850220264	0.00126839528358512	0.000269102649244695	0
c_000000215438	19185	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9986421056893562	4,14E+08	4,22E+09	0
c_000000215784	11331	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.85	9,94E+08	9,03E+08	0
c_000000215794	3583	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00183910068881557	6,35E+09	1,77E+09
c_000000216035	2491	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.00047319934055019	0.00744344111253736	0
c_000000216464	2401	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Citexvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	6,84E+09	0.000941539280463522	0
c_000000220300	11029	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	1,88E+09	2,15E+09	0
c_000000221909	5984	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Chimalliviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	8,31E+09	0.00119130718381108	0
c_000000222107	3598	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	7,11E+09	0.00132003228769731	0
c_000000225621	3072	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Ruthgordonvirinae;g_Schmidtvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.0125	0.000451556201927131	0.00021749374665522	0.00255273025015681
c_000000226991	2168	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	0.000111414295988866	0.00151756585866976	0
c_000000228098	2117	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.5640330070869609	0.0282347391271535	0.0166972397470897	0
c_000000228101	8566	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000242364931198424	0.00332349731991684	0
c_000000228247	16940	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Plaisancevirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9625	1,25E+09	0.000195361465199885	0
c_000000228357	2002	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Cobrasixvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	0.000416890116069954	0.00624761278597195	0
c_000000233512	3857	NA	"r_Varidnaviria;k_Bamfordvirae;p_Preplasmiviricota;sp_Polisuviricotina;c_Virophaviricetes;o_Lavidavirales;so_;f_Maviroviridae;sf_;g_Mavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9775881057268723	0.000460813454039283	0.000340238511933672	0
c_000000233828	3525	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.0125	0.000440978212112976	8,80E+09	8,98E+08
c_000000237729	1695	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9389018263752134	0.00772310580275959	0.00463232817821392	0.0528667737616311
c_000000238562	2620	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	8,83E+09	0.00141844671388021	0
c_000000242531	6287	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8362407930380643	0.000455815502092228	0.000156099135277237	2,01E+09
c_000000245740	10941	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Donellivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9972986238568456	0.0410309640473737	0.0105885492531846	0
c_000000246016	2098	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9718791193933999	0.0334431167234171	0.0173224132095629	6,03E+09
c_000000247326	2755	Unclassified	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00286759704091306	3,18E+08	0.000925337602131495
c_000000247365	3701	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Dibbivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9987156186452293	0.00107276282623486	0.0163617251792599	0
c_000000247949	19105	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Pimascovirales;so_Ocovirineae;f_Pithoviridae;sf_Orthocedratvirinae;g_Alphacedratvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9447695942254718	0.000554337190553088	0.000152238366231194	0
c_000000249539	2835	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma"	0.9718791193933999	0.0359065945689287	0.0200789544347625	2,23E+09
c_000000250127	11153	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8931167400881057	1,54E+09	0.000174839157004427	0
c_000000250239	4338	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	0.000341707526222203	0.00487144447482409	0
c_000000251241	3718	Unclassified	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Guelinviridae;sf_;g_Brucesealvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.000970566374933471	0.000114029348210845	0
c_000000252824	1832	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus_A"	0.8118782016546146	0.000238716363640773	0.00355360340107165	0
c_000000253171	2967	NA	"r_Monodnaviria;k_Loebvirae;p_Hofneiviricota;sp_;c_Faserviricetes;o_Tubulavirales;so_;f_Paulinoviridae;sf_;g_Bifilivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000336267861690723	0.0020476844979213	0
c_000000253567	2904	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8829845814977973	0.000862307695521653	0.000202096490286178	0
c_000000255523	1996	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Schitoviridae;sf_Enquatrovirinae;g_Gamaleyavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.00012559334951735	0.00162309194741254	0
c_000000257222	5949	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Phabquatrovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000490307060140309	0.000239252360262136	5,32E+08
c_000000257623	4687	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Munstervirinae;g_Adovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9194902294305513	0.00163937635514093	0.000447418242367134	1,35E+09
c_000000261602	2081	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Fromanvirus;s_Fromanvirus L5"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.0	0.00508573356285512	1,42E+08	0
c_000000263917	1808	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Ikedavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.9987156186452293	4,98E+09	0.000993251261186678	0
c_000000264207	1824	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8861895462707002	0.000206768130018131	0.00263243985409083	0
c_000000264543	2129	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Howevirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ferrithrix"	0.8440918580422796	9,74E+09	0.00130814508489306	0
c_000000267418	4397	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	7,55E+09	0.00138659293433255	0
c_000000268063	2108	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000146061184884939	0.00207243027284153	0
c_000000271160	1879	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Hulijingvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.0125	7,47E+09	0.00132989119368326	0
c_000000280034	3901	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8055318067045922	0.00127006667455818	0.0144080152770565	0
c_000000280267	2237	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.55	0.0007922074256977	0.0114563726732021	0
c_000000280613	3429	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Eganvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.000727949936992922	0.00459018057909552	0
c_000000282228	3277	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000265158152653051	0.00362124375721906	0
c_000000287421	3737	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.0	0.000641254108416825	0.000125757624487123	0
c_000000293079	1802	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00255599654820707	1,65E+08	0.000908644518026747
c_000000293903	4448	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.847522026431718	0.00624584177236827	0.00422001230553944	0.0502266990052143
c_000000294823	1750	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Persistencevirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8300720457980999	0.007094288525276	0.00432454451347411	0.0454570977497436
c_000000295027	3511	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	6,09E+09	0.000931647017756668	0
c_000000295434	2210	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Peduovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8004014765035645	0.000384927506614627	0.000862716496391376	0
c_000000297614	2276	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000555184041650809	1,38E+09	0
c_000000302799	2779	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Lafunavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.1375	0.000730440408097886	0.0119225836725143	0
c_000000305943	3547	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	0.000122583572326071	0.00166886035007184	0
c_000000308963	3709	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	1.0	0.000135575051841044	0.00245839021092677	0
c_000000312066	7068	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Connertonviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00264545194725704	0.001796365502595	0
c_000000315370	2776	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Gochnauervirinae;g_Vegasvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.7915211701474535	0.00243415180501734	0.0010804974027654	2,28E+09
c_000000319058	3980	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.6325440528634362	0.00468681841618405	0.0603877074692037	0
c_000000330013	2631	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	4,67E+09	0.000782841864164642	0
c_000000331781	14253	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Pokkesviricetes;o_Chitovirales;so_;f_Poxviridae;sf_Chordopoxvirinae;g_Avipoxvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8379683910667334	8,45E+09	1,10E+09	0
